id,station_id,latitude,longitude,elevation,name,country,region,timezone
629,74493,41.2531,-70.0603,14,Nantucket / Surfside,US,MA,America/New_York
630,74494,41.6667,-69.9667,14,Chatham,US,MA,America/New_York
631,74498,42.5,-79.28,211,Cook Corners,US,NY,America/New_York
632,74500,39.0,-121.3333,0,"Sheridan, Ca",US,CA,America/Los_Angeles
633,74505,36.6333,-121.9333,6,Monterey / Pacific Grove Acres,US,CA,America/Los_Angeles
634,74506,37.7833,-122.3167,4,Alameda Naval Air Station,US,CA,America/Los_Angeles
635,74509,37.4333,-122.05,10,Moffett Field,US,CA,America/Los_Angeles
636,74516,38.2667,-121.95,19,Fairfield / Travis Air Force Base,US,CA,America/Los_Angeles
637,74521,37.2,-107.8167,0,"Durango, County",US,CO,America/Denver
638,74531,38.9667,-104.8167,2003,Air Force Academy,US,CO,America/Denver
639,74532,39.1833,-103.7,0,"Limon, County",US,CO,America/Denver
640,74543,37.7,-98.75,595,Pratt Municipal,US,KS,America/Chicago
641,74545,38.65,-97.8,0,"Smokey Hill Gunnery Range, Ks.",US,KS,America/Chicago
642,74550,37.5167,-92.7,390,"Conway, Mo.",US,MO,America/Chicago
643,74570,39.8333,-84.05,251,Dayton / Wright-Patterson Air Force Base,US,OH,America/New_York
644,74590,39.7667,-74.1,6,Barnegat Coast Guard Station,US,NJ,America/New_York
645,74594,38.8167,-76.85,86,Camp Springs / Andrews Air Force Base,US,MD,America/New_York
646,74595,38.3333,-75.0833,4,Ocean City,US,MD,America/New_York
647,74598,37.0833,-76.35,3,Langley Air Force Base,US,VA,America/New_York
648,74611,35.2833,-116.6167,716,"Fort Irwin/Barstow, Bicycle Lake Army Airfield",US,CA,America/Los_Angeles
649,74612,35.6833,-117.7,696,Naws China Lake,US,CA,America/Los_Angeles
650,74614,36.5833,-115.6667,955,"Indian Springs, Indian Springs Auxiliary Afld Nellis Afb",US,NV,America/Los_Angeles
651,74618,35.2667,-117.4333,864,Cuddleback Gunnery Range,US,CA,America/Los_Angeles
652,74638,34.3,-103.8,1326,Melrose Gunnery Range,US,NM,America/Denver
653,74641,36.4333,-99.5167,667,"Woodward, West Woodward Airport",US,OK,America/Chicago
654,74643,36.4333,-96.3833,251,Hominy Municipal,US,OK,America/Chicago
655,74647,36.6833,-97.4667,306,"Lamont, Ok.",US,OK,America/Chicago
656,74671,36.6667,-87.5,174,Fort Campbell U. S. Army Airfield,US,KY,America/Chicago
657,74672,36.5682,-87.4808,181,Fort Campbell / Woodlawn,US,TN,America/Chicago
658,74692,35.0,-77.97,42,Grayfield Mobile Home Park,US,NC,America/New_York
659,74693,35.1333,-78.9333,74,Fort Bragg / Simmons Army Airfield,US,NC,America/New_York
660,74694,35.47,-77.97,41,Stoney Creek,US,NC,America/New_York
661,74695,35.6667,-75.9,3,Dare County Gunnery Range,US,NC,America/New_York
662,74696,35.15,-75.3,1,Diamond Shoals Coast Guard Station,US,NC,America/New_York
663,74702,36.3333,-119.95,71,Lemoore Naval Air Station,US,CA,America/Los_Angeles
664,74724,32.4333,-112.6833,262,Gila Bend U. S. Army Airfield,US,AZ,America/Phoenix
665,74731,35.0833,-103.6167,1241,Tucumcari,US,NM,America/Denver
666,74732,32.85,-106.1,1248,Holloman Air Force Base,US,NM,America/Denver
667,74736,36.0226,-102.5473,1217,Dalhart / Rehm,US,TX,America/Chicago
668,74739,32.8198,-97.3624,216,Fort Worth / Sansom Park,US,TX,America/Chicago
669,74740,30.5167,-99.7667,533,Kimble County Airport,US,TX,America/Chicago
670,74745,30.1945,-97.6699,165,Austin / Del Valle,US,TX,America/Chicago
671,74746,30.6335,-96.4836,80,Bryan / Smetana,US,TX,America/Chicago
672,74750,31.7833,-95.7167,119,"Palestine, Tx.",US,TX,America/Chicago
673,74754,31.55,-92.9333,27,Alexandria International Airport,US,LA,America/Chicago
674,74756,29.6901,-82.2718,46,Gainesville / Brittany Estates Mobile Home Park,US,FL,America/New_York
675,74757,30.4073,-89.0701,9,Gulfport / Kathy Mobile Park,US,MS,America/Chicago
676,74759,31.2649,-89.2529,46,Hattiesburg / Mars Hill,US,MS,America/Chicago
677,74768,33.4829,-90.9856,40,Greenville / Brighton,US,MS,America/Chicago
678,74775,30.0667,-85.5833,5,Tyndall Air Force Base,US,FL,America/Chicago
679,74776,30.8378,-85.1819,34,Marianna / Chipola Terrace,US,FL,America/Chicago
680,74777,30.4167,-86.6833,12,Hurlburt Field,US,FL,America/Chicago
681,74780,31.9,-81.6333,27,"Fort Stewart Reservation, Ga",US,GA,America/New_York
682,74781,30.9667,-83.2,71,Moody Air Force Base,US,GA,America/New_York
683,74782,30.3363,-81.5144,13,Jacksonville / Hatch Road Mobile Home Park,US,FL,America/New_York
684,74783,26.0726,-80.1527,3,Fort Lauderdale,US,FL,America/New_York
685,74787,29.1799,-81.0581,10,Daytona Beach / Mansfield Mobile Home Park,US,FL,America/New_York
686,74788,27.85,-82.5,4,"Macdill Air Force Base, Fl.",US,FL,America/New_York
687,74790,33.9667,-80.4833,74,Shaw Air Force Base,US,SC,America/New_York
688,74791,33.6833,-78.9333,8,Myrtle Beach Air Force Base,US,SC,America/New_York
689,74793,27.6561,-80.4181,44,Gifford,US,FL,America/New_York
690,74794,28.4667,-80.5667,3,"Cocoa Beach, Cape Canaveral Air Force Station Skid Strip",US,FL,America/New_York
691,74795,28.2333,-80.6,3,Cocoa / Patrick Air Force Base,US,FL,America/New_York
692,74796,27.65,-81.3333,20,Avon Park Gunnery Range,US,FL,America/New_York
693,74916,31.3824,-103.5107,797,Pecos / Locker,US,TX,America/Chicago
694,75BU2,43.51,-79.69,168,Oakville Twn,CA,ON,America/Toronto
695,76005,32.6306,-115.2415,22,Mexicali / Islas Agrarias Grupo B,MX,BCN,America/Tijuana
696,76040,32.4,-115.1833,11,Ejido Nueva Leon / Nuevo León,MX,BCN,America/Tijuana
697,76055,31.0333,-114.85,440,"San Felipe, B. C. N.",MX,BCN,America/Tijuana
698,76061,31.3,-113.55,48,"Puerto Penasco, Son.",MX,SON,America/Hermosillo
699,76113,30.7167,-111.7333,419,"Altar, Son.",MX,SON,America/Hermosillo
700,76118,30.3667,-109.6833,1040,"Pilares De Nacozari, Son.",MX,SON,America/Hermosillo
701,76122,30.4167,-107.9167,1467,"Nueva Casas Grandes, Chih.",MX,CHH,America/Monterrey
702,76160,29.0667,-110.95,211,"Hermosillo, Son.",MX,SON,America/Hermosillo
703,76220,28.95,-107.8333,1870,"Temosachic, Chih.",MX,CHH,America/Monterrey
704,76225,28.6333,-106.0833,1435,"University De Chihuahua, Chihuahua, Chih.",MX,CHH,America/Chihuahua
705,76243,28.7,-100.5167,250,"Piedras Negras, Coah.",MX,COA,America/Monterrey
706,76253,27.3833,-109.8167,62,Ciudad Obregon,MX,BCS,America/Hermosillo
707,76256,27.9167,-110.9,11,"Empalme, Son.",MX,SON,America/Hermosillo
708,76286,27.4436,-99.5701,141,Nuevo Laredo / Rancho San Juan,MX,TAM,America/Monterrey
709,76305,26.0167,-111.35,15,"Loreto, B. C. S.",MX,BCS,America/Hermosillo
710,76311,26.7167,-108.2833,238,"Choix, Sin.",MX,SIN,America/Chihuahua
711,76323,26.9333,-105.6667,1744,"Hidalgo Del Parral, Chih.",MX,CHH,America/Monterrey
712,76342,26.8833,-101.4167,615,"Monclova, Coah.",MX,COA,America/Monterrey
713,76393,25.8667,-100.2,512,Monterrey,MX,NLE,America/Monterrey
714,76394,25.8667,-100.2333,448,Monterrey Airport,MX,NLE,America/Monterrey
715,77Z9Q,45.07,-73.72,61,Hemmingford Four Winds,CA,QC,America/Toronto
716,78061,26.7,-78.9667,2,"West End, Grand Bahama",BS,,America/Nassau
717,78062,26.55,-78.7,2,"Freeport, Grand Bahama",BS,WB,America/Nassau
718,78063,26.6667,-78.3333,2,Grand Bahama / High Rock,BS,EB,America/Nassau
719,78070,25.7333,-79.3,2,"Alice Town, Bimini",BS,BIM,America/Nassau
720,784X1,45.4,-73.13,38,Marieville,CA,QC,America/Toronto
721,7DISJ,45.73,-72.62,69,St Nazaire,CA,QC,America/Toronto
722,7DYSM,46.58,-72.23,16,Ste Anne De La Perade,CA,QC,America/Toronto
723,7FGUJ,43.87,-78.83,84,Oshawa Wpcp,CA,ON,America/Toronto
724,7J348,38.3154,-76.5501,43,St Marys County Airport,US,MD,America/New_York
725,7LKW7,32.4301,-98.5946,449,Ranger,US,TX,America/Chicago
726,7M8DL,32.567,-84.251,203,Butler Municipal Airport,US,GA,America/New_York
727,7O9W0,30.1714,-90.9404,4,Louisiana Regional Airport,US,LA,America/Chicago
728,7Q717,43.0,-82.3,181,Sarnia,CA,ON,America/Toronto
729,7QWEU,45.70517,-108.76077,1072,Laurel Municipal Airport,US,MT,America/Denver
730,7XHBS,41.51755,-88.17903,177,Joliet Regional Airport,US,IL,America/Chicago
731,7ZTNB,46.19,-82.02,200,Massey,CA,ON,America/Toronto
732,82JYP,44.1,-79.16,325,Uxbridge West,CA,ON,America/Toronto
733,86UJA,45.52,-75.56,64,Ottawa Gatineau Airport,CA,QC,America/Toronto
734,877AW,29.714,-95.395,69,John Dunn Helistop,US,TX,America/Chicago
735,89S3L,45.68,-76.43,168,Charteris,CA,QC,America/Toronto
736,8HNVP,44.74,-81.11,222,Wiarton Airport,CA,ON,America/Toronto
737,8HYAV,46.87,-72.4,160,Lac Aux Sables,CA,QC,America/Toronto
738,8IOCM,43.96,-79.57,361,King City North,CA,ON,America/Toronto
739,8K7CY,37.0,-101.88333,1099,Elkhart-Morton County Airport,US,KS,America/Chicago
740,8LWGQ,45.73,-73.88,61,St Janvier,CA,QC,America/Toronto
741,8NL5S,40.09397,-108.76306,1608,Rangely Airport,US,CO,America/Denver
742,8PJPB,43.7,-79.34,125,Toronto East York Dustan,CA,ON,America/Toronto
743,8RXA6,34.05316,-117.57685,287,Ontario International Airport,US,CA,America/Los_Angeles
744,8S0JF,36.29667,-99.76889,678,Gage Airport,US,OK,America/Chicago
745,8SDR7,46.37,-74.77,244,La Macaza,CA,QC,America/Toronto
746,8TSI8,44.39,-79.74,305,Barrie Landfill,CA,ON,America/Toronto
747,8UGV5,45.15,-71.8,259,Coaticook,CA,QC,America/Toronto
748,8WZUG,45.03,-76.25,145,Drummond Centre,CA,ON,America/Toronto
749,910RR,41.1533,-104.1302,1570,Pine Bluffs Municipal Airport,US,WY,America/Denver
750,92Z76,35.3159,-83.2071,870,Jackson County Airport,US,NC,America/New_York
751,93RHE,43.86,-81.15,335,Wroxeter,CA,ON,America/Toronto
752,9GNQU,43.97,-78.18,79,Cobourg Stp,CA,ON,America/Toronto
753,9H92X,43.7,-80.38,396,Fergus Moe,CA,ON,America/Toronto
754,9HC7K,44.29,-77.55,130,Stirling,CA,ON,America/Toronto
755,9HKU5,32.61667,-85.43333,236,Auburn-Opelika Airport,US,AL,America/Chicago
756,9K6D9,46.36,-79.42,370,North Bay Airport,CA,ON,America/Toronto
757,9M4XD,46.48,-84.52,187,Sault Ste. Marie Airport,CA,ON,America/Toronto
758,9NRIJ,45.14258,-93.21272,278,Minneapolis / Blaine,US,MN,America/Chicago
759,9U11F,45.07,-72.68,244,Sutton,CA,QC,America/Toronto
760,9VAOD,42.2597,-104.7283,1358,Camp Guernsey,US,WY,America/Denver
761,9Y709,47.4535,-109.4163,1116,Echo,US,MT,America/Denver
762,A13Z0,46.09462,-118.2858,367,Walla Walla Regional Airport,US,WA,America/Los_Angeles
763,ADBC1,43.18,-79.56,171,Grimsby Mountain,CA,ON,America/Toronto
764,ADI6G,45.65,-73.73,53,Auteuil,CA,QC,America/Toronto
765,ANZNX,45.38,-72.72,175,Granby,CA,QC,America/Toronto
766,ATA0X,43.35,-80.47,328,Roseville,CA,ON,America/Toronto
767,ATFMU,34.3404,-83.1308,271,Franklin County Airport,US,GA,America/New_York
768,AYMBW,46.33,-71.67,152,Laurierville,CA,QC,America/Toronto
769,B00EP,34.64586,-106.83634,1585,Belen Regional Airport,US,NM,America/Denver
770,B8EJC,46.28,-73.75,244,St Come,CA,QC,America/Toronto
771,BD6XM,34.6301,-84.5271,453,Gilmer County Airport,US,GA,America/New_York
772,BFY6K,37.99167,-122.05194,7,Concord Buchanan Field,US,CA,America/Los_Angeles
773,BI2NY,43.04,-79.33,236,Ridgeville,CA,ON,America/Toronto
774,BN2KA,30.87033,-87.81933,75,Bay Minette Municipal Airport,US,AL,America/Chicago
775,BOLLT,35.0199,-92.5551,84,Conway - Cantrell Field,US,AR,America/Chicago
776,BR44A,41.52,-104.0,1607,Bravo (Pine Bluffs),US,NE,America/Denver
777,BUO7P,37.86867,-89.86214,113,Perryville Regional Airport,US,MO,America/Chicago
778,BYIC0,37.751,-82.6367,372,Big Sandy Regional Airport,US,KY,America/New_York
779,C2MR9,36.221,-101.1945,941,Major Samuel B Cornelius Field Airport,US,TX,America/Chicago
780,CACQ0,44.0735,-93.5529,343,Chatham / Vista-Villa Mobilehome Community,CA,NB,America/Chicago
781,CB4KI,29.27713,-103.68579,235,Lajitas International Airport,US,TX,America/Chihuahua
782,CBNMA,38.7825,-106.21806,2995,Cottonwood Pass,US,CO,America/Denver
783,CDCYH,32.5,-114.45,105,Yuma Auxiliary Airfield,US,AZ,America/Phoenix
784,CLI1A,36.5929,-86.4769,250,Portland Municipal Airport,US,TN,America/Chicago
785,CMGB0,45.3728,-72.7739,86,Granby,CA,QC,America/Toronto
786,CMSX0,45.1869,-73.6242,59,Saint-Michel-de-Napierville,CA,QC,America/Toronto
787,CNR66,43.64,-79.88,221,Georgetown Wwtp,CA,ON,America/Toronto
788,CSWVX,46.68,-73.92,350,St Michel Des Saints,CA,QC,America/Toronto
789,CTAL0,45.3236,-74.6142,77,Alexandria,CA,ON,America/Toronto
790,CTCK0,45.2511,-74.9628,85,Moose Creek,CA,ON,America/Toronto
791,CTGT0,43.55,-80.2167,325,Guelph / University of Guelph,CA,ON,America/Toronto
792,CTWN0,45.0511,-75.3367,75,Winchester,CA,ON,America/Toronto
793,CWBA0,46.7167,-79.1003,181,Témiscamingue,CA,QC,America/Toronto
794,CWCG0,45.3833,-75.7167,79,Ottawa,CA,ON,America/Toronto
795,CWCS0,45.4167,-73.5667,17,Cote St Catherine / Sainte-Catherine,CA,QC,America/Toronto
796,CWDD0,42.3,-82.7,184,Belle River,CA,ON,America/Toronto
797,CWIG0,47.0736,-70.5331,18,Ile Aux Grues / Île-Aux-Grues,CA,QC,America/Toronto
798,CWLU0,46.8319,-71.1586,20,Lauzon / Lévis,CA,QC,America/Toronto
799,CWTT0,45.2667,-72.1667,209,Lac Memphremagog / Magog,CA,QC,America/Toronto
800,CWVE0,45.2333,-74.1,46,Valleyfield / Salaberry-de-Valleyfield,CA,QC,America/Toronto
801,CWVZ0,45.5839,-73.4917,12,Ile Charron / Boucherville,CA,QC,America/Toronto
802,CYML0,47.6,-70.2333,298,Charlevoix / La Malbaie,CA,QC,America/Toronto
803,CYMX0,45.6667,-74.0333,82,Montreal / Mirabel,CA,QC,America/Toronto
804,CYWJS,36.13333,-80.22472,296,Smith Reynolds Airport,US,NC,America/New_York
805,CZF98,37.59139,-83.31444,421,Jackson Carroll Airport,US,KY,America/New_York
806,D2HOW,46.72,-72.08,76,St Alban,CA,QC,America/Toronto
807,D454J,46.22,-80.3,205,Monetville 2,CA,ON,America/Toronto
808,D4LBV,46.48,-72.05,53,Fortierville,CA,QC,America/Toronto
809,DA6QZ,45.03,-78.53,330,Haliburton 3,CA,ON,America/Toronto
810,DBMTA,33.465,-89.7302,111,Winona-Montgomery County Airport,US,MS,America/Chicago
811,DEFS1,44.15,-77.39,76,Belleville,CA,ON,America/Toronto
812,DFSW4,30.7311,-86.1538,88,Defuniak Spr Ap,US,FL,America/Chicago
813,DJGJG,43.19,-79.17,98,St Catharines Airport,CA,ON,America/Toronto
814,DKZMO,46.49,-70.21,402,Saint-camille-de-lellis,CA,QC,America/Toronto
815,DMZ7Z,43.0,-81.03,271,Dorchester,CA,ON,America/Toronto
816,DNYFH,42.28,-82.96,190,Windsor Airport,CA,ON,America/Toronto
817,DRZBI,37.8557,-81.9159,508,Logan County Airport,US,WV,America/New_York
818,E0RVD,45.4,-72.27,297,Bonsecours,CA,QC,America/Toronto
819,E7R70,46.1,-79.52,213,Nipissing,CA,ON,America/Nipigon
820,E9DNB,46.48,-71.57,137,St Flavien,CA,QC,America/Toronto
821,ECVC9,38.94139,-95.65056,329,Topeka (Forbes Field),US,KS,America/Chicago
822,EEE27,43.96,-79.57,366,Pa King City,CA,ON,America/Toronto
823,EHISS,45.5,-74.37,46,Rigaud,CA,QC,America/Toronto
824,EM55M,46.53,-73.15,183,St Alexis Des Monts,CA,QC,America/Toronto
825,EMV1A,46.71,-67.72,80,Aroostook,CA,NB,America/Moncton
826,EPQ7D,45.77,-73.37,21,Vercheres,CA,QC,America/Toronto
827,ERRXP,46.63,-80.8,348,Sudbury,CA,ON,America/Toronto
828,F1AUY,35.0597,-86.564,300,Fayetteville Municipal Airport,US,TN,America/Chicago
829,F2UX6,40.35521,-79.92144,382,Allegheny County Airport,US,PA,America/New_York
830,F5PS0,31.00697,-84.87761,45,Donalsonville Municipal Airport,US,GA,America/New_York
831,FBWKK,45.86,-77.25,161,Pembroke,CA,ON,America/Toronto
832,FEWAG,44.23,-78.36,191,Peterborough Airport,CA,ON,America/Toronto
833,FHLNC,39.05028,-105.51444,3438,Wilkerson Pass,US,CO,America/Denver
834,FI5AP,46.35,-72.67,0,Trois Rivieres Airport-2,CA,QC,America/Toronto
835,FKUTW,31.60564,-110.4281,1433,Pioneer Airfield,US,AZ,America/Phoenix
836,FO7ZN,42.98,-81.64,243,Strathroy-mullifarry,CA,ON,America/Toronto
837,FPTDQ,46.82,-71.92,152,Ste Christine,CA,QC,America/Toronto
838,FQQAW,40.10612,-85.60977,280,Anderson Municipal Airport,US,IN,America/Indiana/Indianapolis
839,FSE8R,38.95535,-121.08636,467,Auburn Municipal Airport,US,CA,America/Los_Angeles
840,FX0DN,45.3,-72.9,68,Farnham,CA,QC,America/Toronto
841,FZIS8,47.33,-112.1,1311,Golf,US,MT,America/Denver
842,G23HB,45.12,-74.05,46,Ormstown,CA,QC,America/Toronto
843,G3CZ9,46.67,-72.6,145,Herouxville,CA,QC,America/Toronto
844,G5UBM,31.4,-93.2833,111,Ft. Polk - Peason Ridge,US,LA,America/Chicago
845,G69T8,46.05,-77.37,122,Chalk River Aecl,CA,ON,America/Toronto
846,G93KN,30.84389,-85.60175,26,Tri-County Airport,US,FL,America/Chicago
847,GBAB3,47.6,-112.3,1343,Foxtrot,US,MT,America/Denver
848,GI6A0,41.22,-103.1,1334,Golf (Sidney),US,NE,America/Denver
849,GKW3J,43.1846,-111.0424,1717,Alpine,US,WY,America/Denver
850,GM1WI,45.98,-74.0,366,St Hippolyte,CA,QC,America/Toronto
851,GTRWE,44.92,-77.88,360,Coe Hill,CA,ON,America/Toronto
852,GUUD7,44.17,-81.62,200,Kincardine,CA,ON,America/Toronto
853,GVXVM,43.12,-79.25,177,St Catharines Brock U,CA,ON,America/Toronto
854,GWZT5,32.50983,-111.32533,577,Pinal Airpark,US,AZ,America/Phoenix
855,H1GXB,43.92,-80.09,412,Orangeville Moe,CA,ON,America/Toronto
856,H3GG0,39.13333,-75.46667,9,Dover Air Force Base,US,DE,America/New_York
857,H5X3C,46.7,-109.7,1414,Lima - Judith Gap,US,MT,America/Denver
858,H8UYG,38.5545,-82.738,166,Ashland Regional Airport,US,KY,America/New_York
859,HBU78,29.229,-87.781,40,VK 786/Petronius (Chevron),US,LA,America/Chicago
860,HEBQ9,41.59,-103.67,1371,Charlie (Gering),US,NE,America/Denver
861,HNT5Y,26.939,-94.689,39,Alaminos Canyon,US,TX,America/Chicago
862,HO9OQ,39.5803,-79.3394,894,Garrett County Airport,US,MD,America/New_York
863,HUXFM,45.35,-79.27,305,Ravenscliffe,CA,ON,America/Toronto
864,HVBFV,37.6352,-85.2418,264,Lebanon-Springfield Airport,US,KY,America/New_York
865,I2X83,32.8935,-81.9654,72,Millen Airport,US,GA,America/New_York
866,I5LF7,45.27,-72.12,274,Magog,CA,QC,America/Toronto
867,I5WNC,44.43,-76.69,160,Hartington Ihd,CA,ON,America/Toronto
868,I7OTH,45.03,-73.08,53,Philipsburg,CA,QC,America/Toronto
869,I970L,45.52,-75.78,112,Chelsea,CA,QC,America/Toronto
870,IAKJ0,42.7972,-88.3726,262,East Troy Municipal Airport,US,WI,America/Chicago
871,IKTEI,47.1,-72.93,119,Grande Anse,CA,QC,America/Toronto
872,INGE8,30.59787,-84.55743,69,Quincy Municipal Airport,US,FL,America/New_York
873,IUSDX,32.98594,-82.38481,100,Louisville Municipal Airport,US,GA,America/New_York
874,IX4TJ,45.88,-72.48,82,Drummondville,CA,QC,America/Toronto
875,IXX4M,45.4,-71.08,503,Notre Dame Des Bois,CA,QC,America/Toronto
876,J35KT,44.67,-80.78,222,Balaclava,CA,ON,America/Toronto
877,J431A,45.13,-72.23,267,Georgeville,CA,QC,America/Toronto
878,J4DLP,44.22,-76.6,93,Kingston,CA,ON,America/Toronto
879,J5D8P,45.74439,-107.66044,922,Big Horn County Airport,US,MT,America/Denver
880,J6V1G,39.91944,-76.87694,146,York Airport,US,PA,America/New_York
881,J893H,46.25463,-114.1246,1110,Ravalli County Airport,US,MT,America/Denver
882,J9CKY,45.67,-71.73,268,St Camille Wolfe,CA,QC,America/Toronto
883,JF66D,45.60444,-103.54639,916,Buffalo,US,SD,America/Denver
884,JIW6L,42.88,-78.97,180,Fort Erie,CA,ON,America/Toronto
885,JJR7O,44.0206,-92.48286,355,St. Mary's Hospital Heliport,US,MN,America/Chicago
886,JJZBL,40.145,-111.6677,1380,Spanish Fork Municipal Airport,US,UT,America/Denver
887,JKMV4,45.6,-70.88,460,Lac Megantic,CA,QC,America/Toronto
888,JOVI3,47.3,-110.8,1219,Raynesford,US,MT,America/Denver
889,JPFD1,45.53,-76.05,69,Luskville,CA,QC,America/Toronto
890,JU5SQ,44.4,-79.63,250,Shanty Bay,CA,ON,America/Toronto
891,JVOIG,45.7,-73.5,9,Riviere Des Prairies,CA,QC,America/Toronto
892,JY84X,25.91,-80.28306,3,Opa Locka Airport,US,FL,America/New_York
893,JY95F,46.02437,-92.89905,311,Hinckley Field Of Dreams Airport,US,MN,America/Chicago
894,K04V0,38.0993,-106.1745,2393,Sagauche / Saguache,US,CO,America/Denver
895,K08FT,45.8,-74.98,183,Notre Dame De La Paix,CA,QC,America/Toronto
896,K0F20,33.6017,-97.7756,335,Bowie / Salona,US,TX,America/Chicago
897,K0J40,31.0425,-86.3116,96,Florala / Stedman,US,AL,America/Chicago
898,K0VG0,36.6541,-83.2178,430,Jonesville / Cedar Hill,US,VA,America/New_York
899,K11R0,30.2197,-96.3744,97,Brenham / Prairie Hill,US,TX,America/Chicago
900,K12N0,41.0086,-74.738,178,Andover / Wawayanda,US,NJ,America/New_York
901,K19A0,34.1759,-83.5616,290,Jefferson / Dry Pond,US,GA,America/New_York
902,K1A50,35.2226,-83.4191,620,Franklin / Malonee Mill,US,NC,America/New_York
903,K1A60,36.6106,-83.7374,352,Middlesboro / Stony Fork Junction,US,KY,America/New_York
904,K1F00,34.147,-97.1227,257,Ardmore,US,OK,America/Chicago
905,K1M40,34.2803,-87.6004,284,Haleyville / Martintown,US,AL,America/Chicago
906,K1P10,43.7792,-71.7537,154,Plymouth Municipal Airport / West Plymouth,US,NH,America/New_York
907,K1R70,31.6058,-90.4093,150,Brookhaven / Friendship,US,MS,America/Chicago
908,K20U0,46.9252,-103.9821,840,Beach,US,ND,America/Denver
909,K20V0,40.0537,-106.3689,2259,Kremmling,US,CO,America/Denver
910,K27A0,34.0952,-82.8159,184,Elbert Co Airport / Silk Mills,US,GA,America/New_York
911,K2CB0,29.9669,-81.9832,60,Camp Blanding Mil Res(Starke) / Kingsley Beach,US,FL,America/New_York
912,K2K30,37.5854,-101.7323,1014,Johnson,US,KS,America/Chicago
913,K36U0,40.4818,-111.4288,1718,Heber City / Daniel,US,UT,America/Denver
914,K3A10,34.2687,-86.858,295,Cullman / North Vinemont,US,AL,America/Chicago
915,K3I20,38.9146,-82.0986,196,Point Pleasant / Oldtown (Historical),US,WV,America/New_York
916,K3J70,33.598,-83.1383,210,Greensboro Greene Co Rgnl Airport / Webb Trailer Park,US,GA,America/New_York
917,K3LF0,39.1625,-89.6746,210,Litchfield,US,IL,America/Chicago
918,K3T50,29.908,-96.95,99,La Grange / Plum,US,TX,America/Chicago
919,K40J0,30.0693,-83.5806,13,Perry / Everetts Mobile Home Park,US,FL,America/New_York
920,K42J0,29.8448,-82.0475,60,Keystone Heights / Theressa,US,FL,America/New_York
921,K44N0,41.7074,-73.738,213,Millbrook / Moores Mill,US,NY,America/New_York
922,K46D0,47.4511,-99.1513,490,Carrington,US,ND,America/Chicago
923,K47A0,34.3106,-84.4239,372,Canton / Gober,US,GA,America/New_York
924,K48I0,38.6871,-80.6521,389,Sutton / McNutt,US,WV,America/New_York
925,K4A60,34.6887,-86.0059,198,Scottsboro / Webb Addition,US,AL,America/Chicago
926,K4A90,34.4737,-85.7214,267,Fort Payne / Wills Valley,US,AL,America/Chicago
927,K4I30,40.3289,-82.5261,363,Mount Vernon-Knox Co / Brandon,US,OH,America/New_York
928,K4I70,39.6336,-86.8138,257,Greencastle / Edgewood Lake,US,IN,America/Indiana/Indianapolis
929,K4O40,33.9094,-94.8594,144,Idabel,US,OK,America/Chicago
930,K4R50,46.7887,-90.7587,198,La Pointe,US,WI,America/Chicago
931,K4SL0,35.95,-107.0833,2195,Star Lake Johnson Ranch / Lagunitas,US,NM,America/Denver
932,K5T60,31.881,-106.7048,1253,Santa Teresa / Strauss,US,NM,America/Denver
933,K5W80,35.7045,-79.504,188,Siler City,US,NC,America/New_York
934,K6A20,33.227,-84.2749,292,Griffin,US,GA,America/New_York
935,K6CAG,42.86,-80.74,235,Tillsonburg North,CA,ON,America/Toronto
936,K6R60,30.046,-102.2129,708,Dryden / Mofeta,US,TX,America/Chicago
937,K79J0,31.3087,-86.3938,95,Andalusia / Sanford,US,AL,America/Chicago
938,K7B4X,44.27,-80.71,411,Markdale,CA,ON,America/Toronto
939,K7L20,46.2206,-100.2456,542,Linton,US,ND,America/Chicago
940,K8A00,34.2291,-86.2558,315,Albertville / White Oak,US,AL,America/Chicago
941,K8B00,44.9919,-70.6646,556,Rangeley / Loon Lake,US,ME,America/New_York
942,K8D30,45.6708,-96.9962,354,Sisseton,US,SD,America/Chicago
943,K9L20,34.9908,-117.8631,701,Edwards Afb / North Edwards,US,CA,America/Los_Angeles
944,K9PO6,45.05,-76.78,276,Ompah-seitz,CA,ON,America/Toronto
945,KA080,32.5105,-87.3847,67,Marion / Vaiden,US,AL,America/Chicago
946,KA390,32.9908,-111.9185,396,Phoenix / Bon,US,AZ,America/Phoenix
947,KAAO0,37.7476,-97.2211,433,Wichita / Minneha,US,KS,America/Chicago
948,KAAS0,37.3583,-85.3094,281,Taylor County / Arista,US,KY,America/New_York
949,KAAT0,41.483,-120.5654,1334,Alturas / Juniper,US,CA,America/Los_Angeles
950,KABH0,38.75,-104.3,1840,Ellicott / Truckton,US,CO,America/Denver
951,KACB0,44.9886,-85.1984,190,Bellaire,US,MI,America/Detroit
952,KACJ0,32.1108,-84.1888,143,Americus / Arles,US,GA,America/New_York
953,KACP0,30.7505,-92.6885,33,Oakdale / Ward,US,LA,America/Chicago
954,KACQ0,44.0735,-93.5529,344,Waseca / Vista-Villa Mobilehome Community,US,MN,America/Chicago
955,KADC0,46.4503,-95.211,417,Wadena / West Wind Estates,US,MN,America/Chicago
956,KADF0,34.0998,-93.0661,56,Arkadelphia,US,AR,America/Chicago
